User_ID,Gender,Age,Age_Group,Country,City,Device,Operating_System,Browser,Customer_Segment,Acquisition_Channel,Preferred_Category,Subscription_Type,Loyalty_Level,Loyalty_Score,Lifetime_Value
U000472,Male,30,25-34,Australia,Perth,Tablet,Android,Safari,At Risk,Referral,Toys,Premium,Gold,100,5724.95
U000473,Female,30,25-34,India,Mumbai,Mobile,iOS,Firefox,VIP,Organic Search,Books,Premium,Bronze,58,2049.98
U000474,Male,26,25-34,Singapore,Singapore,Tablet,Android,Safari,VIP,Instagram,Fashion,Free,Gold,77,4129.38
U000475,Male,33,25-34,United Kingdom,Birmingham,Mobile,iOS,Edge,Premium,YouTube,Home,Premium,Gold,38,1031.38
U000476,Female,44,35-44,India,Chennai,Tablet,iOS,Safari,New,Organic Search,Sports,Premium,Silver,47,1369.16
U000477,Male,63,55+,India,Delhi,Desktop,Windows,Chrome,Premium,Instagram,Books,Free,Silver,68,3954.87
U000478,Female,54,45-54,United States,Austin,Desktop,Windows,Firefox,At Risk,Facebook,Fashion,Premium,Bronze,11,415.07
U000479,Male,37,35-44,Canada,Toronto,Mobile,Windows,Chrome,At Risk,Organic Search,Fashion,Premium,Bronze,85,3683.02
U000480,Female,48,45-54,Singapore,Singapore,Mobile,Android,Chrome,Premium,Direct,Home,Free,Bronze,52,2850.02
U000481,Male,48,45-54,United States,Chicago,Desktop,Windows,Firefox,At Risk,Email,Accessories,Free,Bronze,22,1442.81
U000482,Female,45,45-54,United States,Austin,Desktop,Android,Safari,At Risk,YouTube,Sports,Premium,Silver,86,3987.33
U000483,Female,57,55+,Singapore,Singapore,Mobile,Windows,Safari,At Risk,Email,Sports,Free,Silver,91,4378.22
U000484,Male,59,55+,Australia,Sydney,Mobile,Android,Chrome,New,YouTube,Home,Free,Gold,86,3326.73
U000485,Male,25,25-34,Australia,Sydney,Tablet,Windows,Safari,New,Instagram,Beauty,Premium,Silver,84,3071.15
U000486,Female,27,25-34,Germany,Berlin,Desktop,iOS,Safari,Returning,Direct,Beauty,Premium,Gold,48,2058.29
U000487,Female,30,25-34,Singapore,Singapore,Desktop,Windows,Firefox,New,YouTube,Accessories,Free,Bronze,63,3269.09
U000488,Female,21,18-24,Germany,Frankfurt,Mobile,iOS,Edge,Premium,Facebook,Home,Premium,Bronze,68,2781.13
U000489,Female,48,45-54,Singapore,Singapore,Tablet,Android,Safari,Returning,Facebook,Accessories,Premium,Gold,76,3799.51
U000490,Male,28,25-34,Canada,Vancouver,Mobile,macOS,Safari,Returning,Direct,Fashion,Premium,Gold,57,4261.57
U000491,Female,51,45-54,United Kingdom,London,Tablet,macOS,Chrome,New,Paid Search,Beauty,Premium,Gold,35,2534.35
U000492,Male,33,25-34,Singapore,Singapore,Mobile,Windows,Firefox,At Risk,YouTube,Books,Free,Platinum,81,4239.3
U000493,Female,30,25-34,United States,New York,Desktop,iOS,Edge,VIP,Instagram,Fashion,Premium,Platinum,94,3933.77
U000494,Female,57,55+,United States,Chicago,Desktop,macOS,Edge,At Risk,Instagram,Accessories,Free,Platinum,42,1155.81
U000495,Male,53,45-54,India,Kochi,Mobile,macOS,Chrome,Returning,Referral,Toys,Free,Bronze,10,306.76
U000496,Male,61,55+,Australia,Perth,Mobile,iOS,Chrome,New,Facebook,Electronics,Premium,Bronze,92,2986.75
U000497,Male,35,35-44,Germany,Frankfurt,Tablet,Windows,Chrome,Premium,Email,Electronics,Premium,Gold,27,813.82
U000498,Male,52,45-54,United States,New York,Desktop,iOS,Chrome,New,Email,Sports,Free,Platinum,63,4406.13
U000499,Male,62,55+,United Kingdom,Liverpool,Mobile,Windows,Chrome,Premium,Email,Home,Free,Silver,97,4838.32
U000500,Male,65,55+,India,Kochi,Mobile,Android,Firefox,VIP,Organic Search,Accessories,Free,Silver,23,822.76
U000501,Female,20,18-24,India,Kochi,Tablet,macOS,Edge,New,Direct,Accessories,Premium,Bronze,93,3369.3
U000502,Female,28,25-34,United Kingdom,London,Mobile,Windows,Edge,Returning,Paid Search,Home,Premium,Bronze,69,2389.49
U000503,Female,45,45-54,United States,Chicago,Desktop,Android,Edge,VIP,YouTube,Home,Premium,Gold,35,2248.87
U000504,Male,38,35-44,United Kingdom,Manchester,Mobile,macOS,Firefox,VIP,Referral,Fashion,Free,Silver,94,6477.22
U000505,Female,21,18-24,United States,Austin,Tablet,Android,Chrome,At Risk,Direct,Beauty,Free,Silver,15,837.05
U000506,Male,21,18-24,Australia,Sydney,Desktop,Windows,Firefox,Premium,Instagram,Home,Free,Bronze,31,1694.0
U000507,Male,45,45-54,Canada,Vancouver,Tablet,Windows,Edge,At Risk,Referral,Fashion,Premium,Bronze,18,1244.84
U000508,Female,65,55+,Singapore,Singapore,Desktop,Windows,Chrome,New,Organic Search,Electronics,Free,Bronze,59,2009.24
U000509,Male,38,35-44,United States,Austin,Desktop,Windows,Safari,At Risk,Instagram,Electronics,Free,Silver,11,324.99
U000510,Female,40,35-44,United Kingdom,Birmingham,Desktop,iOS,Edge,New,Direct,Accessories,Premium,Platinum,87,2726.03
U000511,Female,51,45-54,Singapore,Singapore,Tablet,Windows,Firefox,VIP,Referral,Electronics,Premium,Platinum,20,693.3
U000512,Female,19,18-24,India,Chennai,Mobile,macOS,Firefox,Premium,Paid Search,Books,Premium,Silver,7,176.08
U000513,Female,43,35-44,Canada,Toronto,Tablet,Android,Firefox,Premium,Organic Search,Books,Premium,Silver,31,1479.12
U000514,Female,54,45-54,Canada,Toronto,Mobile,macOS,Edge,Returning,YouTube,Accessories,Premium,Bronze,71,4564.3
U000515,Female,57,55+,Singapore,Singapore,Mobile,Windows,Safari,Premium,Paid Search,Electronics,Premium,Gold,17,485.32
U000516,Male,59,55+,United States,Austin,Tablet,Android,Safari,Returning,Paid Search,Toys,Premium,Silver,61,3197.29
U000517,Female,27,25-34,Germany,Berlin,Tablet,Android,Firefox,VIP,Facebook,Home,Free,Silver,19,1202.99
U000518,Female,44,35-44,Singapore,Singapore,Mobile,Windows,Firefox,Premium,Paid Search,Accessories,Free,Platinum,48,3106.74
U000519,Female,36,35-44,Germany,Frankfurt,Desktop,Windows,Edge,VIP,Email,Books,Premium,Silver,21,934.65
U000520,Female,36,35-44,United States,New York,Desktop,macOS,Firefox,Premium,Organic Search,Beauty,Free,Gold,86,2550.19
U000521,Male,33,25-34,Australia,Melbourne,Desktop,Windows,Firefox,New,Facebook,Electronics,Premium,Silver,36,1556.47
U000522,Male,31,25-34,United States,Chicago,Tablet,iOS,Firefox,New,YouTube,Beauty,Free,Bronze,98,6891.02
U000523,Female,23,18-24,India,Kochi,Tablet,Windows,Chrome,At Risk,Email,Beauty,Free,Silver,77,3850.84
U000524,Male,49,45-54,United States,Chicago,Mobile,macOS,Chrome,New,Paid Search,Accessories,Premium,Platinum,52,3141.92
U000525,Male,24,18-24,Canada,Calgary,Mobile,Android,Edge,New,Organic Search,Fashion,Premium,Platinum,100,5539.02
U000526,Male,25,25-34,Australia,Melbourne,Mobile,macOS,Firefox,VIP,Referral,Sports,Premium,Bronze,77,4143.59
U000527,Female,64,55+,Canada,Toronto,Desktop,iOS,Edge,New,Paid Search,Sports,Free,Bronze,80,4992.53
U000528,Male,51,45-54,Germany,Hamburg,Mobile,macOS,Safari,Premium,Organic Search,Home,Premium,Silver,14,765.21
U000529,Male,28,25-34,Singapore,Singapore,Mobile,Android,Safari,Premium,Instagram,Books,Premium,Bronze,28,1634.12
U000530,Female,23,18-24,United Kingdom,London,Mobile,macOS,Chrome,Premium,Organic Search,Books,Free,Platinum,90,5942.78
U000531,Male,43,35-44,Canada,Calgary,Mobile,Android,Safari,New,Organic Search,Beauty,Free,Silver,96,2644.77
U000532,Male,41,35-44,Canada,Calgary,Desktop,Android,Safari,New,Instagram,Beauty,Free,Silver,78,2329.15
U000533,Female,31,25-34,United Kingdom,Liverpool,Tablet,Android,Safari,At Risk,Paid Search,Accessories,Premium,Platinum,46,1281.69
U000534,Female,53,45-54,Germany,Munich,Desktop,Windows,Chrome,Returning,Facebook,Electronics,Premium,Silver,80,2927.78
U000535,Male,39,35-44,United Kingdom,Manchester,Desktop,Windows,Edge,Returning,Instagram,Fashion,Free,Bronze,62,4492.26
U000536,Male,60,55+,United Kingdom,Birmingham,Tablet,iOS,Chrome,Premium,Facebook,Home,Free,Platinum,89,5621.97
U000537,Female,34,25-34,Australia,Melbourne,Tablet,macOS,Firefox,At Risk,Referral,Fashion,Premium,Silver,52,3462.79
U000538,Male,52,45-54,Singapore,Singapore,Mobile,iOS,Chrome,Premium,Organic Search,Sports,Free,Silver,75,3459.41
U000539,Male,30,25-34,India,Delhi,Desktop,Android,Safari,VIP,Organic Search,Toys,Free,Platinum,100,6938.93
U000540,Male,27,25-34,Canada,Toronto,Tablet,macOS,Edge,Returning,Facebook,Beauty,Free,Gold,59,3953.5
U000541,Male,60,55+,Germany,Hamburg,Tablet,Windows,Firefox,New,Instagram,Toys,Free,Silver,84,3227.1
U000542,Male,62,55+,Australia,Perth,Desktop,iOS,Edge,VIP,Facebook,Fashion,Premium,Platinum,44,1172.45
U000543,Female,40,35-44,Canada,Toronto,Desktop,Windows,Edge,Returning,Instagram,Books,Free,Gold,28,723.0
U000544,Male,30,25-34,Singapore,Singapore,Tablet,iOS,Firefox,New,Organic Search,Home,Premium,Silver,52,2848.6
U000545,Female,18,18-24,India,Kochi,Desktop,Windows,Chrome,New,YouTube,Beauty,Free,Bronze,66,3226.32
U000546,Male,60,55+,United States,Austin,Mobile,Windows,Safari,At Risk,Organic Search,Sports,Free,Gold,43,3022.72
U000547,Female,58,55+,Australia,Sydney,Desktop,Android,Edge,At Risk,Referral,Toys,Free,Bronze,95,4054.28
U000548,Male,64,55+,United Kingdom,Manchester,Desktop,macOS,Safari,At Risk,Facebook,Toys,Free,Bronze,82,3311.9
U000549,Female,63,55+,Canada,Vancouver,Tablet,Android,Edge,Premium,Organic Search,Fashion,Premium,Platinum,93,4387.47
U000550,Male,42,35-44,India,Delhi,Desktop,Windows,Safari,At Risk,Facebook,Fashion,Free,Silver,73,4632.61
U000551,Female,30,25-34,Canada,Vancouver,Desktop,Android,Edge,Premium,YouTube,Fashion,Premium,Bronze,12,918.58
U000552,Male,47,45-54,India,Delhi,Tablet,Android,Chrome,VIP,Paid Search,Beauty,Premium,Silver,22,1370.42
U000553,Female,50,45-54,Germany,Hamburg,Desktop,Windows,Edge,Returning,Referral,Fashion,Premium,Gold,17,862.33
U000554,Female,34,25-34,Australia,Sydney,Mobile,Android,Safari,Premium,Organic Search,Fashion,Premium,Gold,93,7241.73
U000555,Female,36,35-44,India,Delhi,Mobile,macOS,Safari,At Risk,Paid Search,Home,Premium,Platinum,58,2103.6
U000556,Male,60,55+,Australia,Melbourne,Tablet,Windows,Safari,At Risk,Direct,Fashion,Free,Gold,24,699.24
U000557,Female,51,45-54,Canada,Vancouver,Tablet,macOS,Edge,VIP,Email,Beauty,Free,Silver,74,4072.73
U000558,Male,52,45-54,Germany,Hamburg,Tablet,macOS,Chrome,VIP,YouTube,Toys,Free,Platinum,53,1409.99
U000559,Female,48,45-54,Germany,Berlin,Mobile,macOS,Edge,New,Instagram,Electronics,Premium,Silver,52,3762.19
U000560,Female,23,18-24,Germany,Munich,Desktop,Android,Chrome,VIP,Instagram,Electronics,Premium,Platinum,24,895.56
U000561,Male,24,18-24,Germany,Hamburg,Tablet,Android,Chrome,At Risk,Direct,Books,Premium,Platinum,52,2928.57
U000562,Female,56,55+,India,Chennai,Mobile,macOS,Firefox,At Risk,Organic Search,Home,Free,Bronze,76,4133.2
U000563,Male,39,35-44,Singapore,Singapore,Tablet,macOS,Firefox,At Risk,Facebook,Home,Premium,Gold,78,4917.79
U000564,Female,65,55+,Australia,Sydney,Desktop,macOS,Chrome,VIP,Paid Search,Books,Free,Silver,83,2458.52
U000565,Male,52,45-54,Canada,Calgary,Mobile,macOS,Firefox,VIP,Paid Search,Fashion,Premium,Platinum,50,2563.4
U000566,Female,57,55+,Australia,Perth,Tablet,macOS,Edge,Returning,Instagram,Beauty,Premium,Bronze,50,2740.44
U000567,Female,59,55+,Australia,Brisbane,Tablet,Android,Edge,Premium,Organic Search,Sports,Free,Gold,88,4738.03
U000568,Male,42,35-44,Canada,Montreal,Mobile,Windows,Edge,Premium,Direct,Books,Premium,Gold,88,4410.12
U000569,Female,34,25-34,United States,Austin,Mobile,Android,Firefox,At Risk,Facebook,Home,Free,Silver,51,2567.22
U000570,Male,61,55+,Australia,Brisbane,Mobile,Windows,Firefox,VIP,Direct,Sports,Free,Gold,51,3604.01
U000571,Female,29,25-34,Australia,Brisbane,Mobile,iOS,Safari,Returning,Direct,Toys,Free,Silver,93,7385.68
U000572,Male,39,35-44,Australia,Brisbane,Tablet,macOS,Firefox,Premium,Organic Search,Accessories,Premium,Platinum,14,522.14
U000573,Female,53,45-54,United Kingdom,London,Tablet,iOS,Firefox,Returning,Organic Search,Beauty,Premium,Bronze,79,3367.32
U000574,Female,61,55+,Australia,Sydney,Mobile,Windows,Edge,At Risk,Instagram,Beauty,Premium,Bronze,15,1128.95
U000575,Male,23,18-24,Singapore,Singapore,Desktop,iOS,Safari,New,Instagram,Books,Free,Bronze,27,1260.88
U000576,Male,31,25-34,Germany,Munich,Desktop,macOS,Chrome,Returning,YouTube,Accessories,Premium,Bronze,47,2776.1
U000577,Male,19,18-24,Australia,Brisbane,Desktop,Windows,Chrome,Premium,Direct,Accessories,Premium,Bronze,20,1266.84
U000578,Male,62,55+,Australia,Perth,Desktop,Windows,Firefox,Premium,Direct,Beauty,Premium,Platinum,72,2038.16
U000579,Female,28,25-34,United States,Los Angeles,Desktop,Windows,Firefox,At Risk,YouTube,Accessories,Premium,Gold,72,5004.03
U000580,Female,37,35-44,Singapore,Singapore,Tablet,iOS,Firefox,At Risk,Instagram,Toys,Premium,Gold,18,937.78
U000581,Female,63,55+,Singapore,Singapore,Tablet,Windows,Chrome,VIP,Instagram,Electronics,Free,Bronze,23,1210.07
U000582,Male,20,18-24,India,Delhi,Tablet,Android,Chrome,Returning,Direct,Fashion,Premium,Gold,40,1819.51
U000583,Male,22,18-24,United States,New York,Tablet,Android,Safari,At Risk,Direct,Fashion,Premium,Gold,42,1835.24
U000584,Female,36,35-44,Singapore,Singapore,Mobile,macOS,Edge,VIP,Referral,Accessories,Premium,Platinum,50,2862.69
U000585,Male,27,25-34,Germany,Berlin,Desktop,iOS,Edge,New,Email,Home,Free,Silver,17,767.48
U000586,Male,30,25-34,Singapore,Singapore,Tablet,Windows,Firefox,At Risk,Paid Search,Electronics,Premium,Bronze,17,612.17
U000587,Male,23,18-24,Australia,Melbourne,Mobile,macOS,Firefox,New,Direct,Accessories,Premium,Bronze,54,2129.3
U000588,Female,60,55+,Canada,Vancouver,Desktop,iOS,Firefox,Premium,Facebook,Accessories,Free,Platinum,24,1787.8
U000589,Male,27,25-34,Singapore,Singapore,Tablet,macOS,Safari,At Risk,Email,Fashion,Premium,Bronze,42,1379.05
U000590,Male,53,45-54,Singapore,Singapore,Tablet,macOS,Edge,New,Referral,Beauty,Free,Platinum,92,4524.05
U000591,Male,63,55+,Germany,Munich,Mobile,iOS,Edge,Returning,Direct,Beauty,Premium,Silver,73,4456.42
U000592,Male,24,18-24,Germany,Frankfurt,Tablet,iOS,Edge,At Risk,Direct,Beauty,Free,Gold,42,2568.24
U000593,Male,59,55+,United Kingdom,Manchester,Desktop,iOS,Firefox,VIP,Paid Search,Accessories,Premium,Platinum,74,5332.69
U000594,Male,32,25-34,United States,Seattle,Tablet,iOS,Firefox,Premium,Referral,Fashion,Free,Platinum,38,1466.51
U000595,Male,56,55+,Singapore,Singapore,Desktop,Windows,Edge,New,Instagram,Beauty,Premium,Platinum,1,35.27
U000596,Female,64,55+,India,Delhi,Mobile,Android,Edge,Returning,Organic Search,Fashion,Free,Gold,63,4027.94
U000597,Male,43,35-44,Germany,Berlin,Mobile,iOS,Safari,At Risk,Referral,Accessories,Premium,Silver,71,2510.86
U000598,Male,62,55+,Germany,Hamburg,Mobile,macOS,Chrome,New,Email,Electronics,Premium,Gold,86,4582.8
U000599,Female,33,25-34,Canada,Toronto,Mobile,macOS,Chrome,Premium,Direct,Beauty,Free,Bronze,74,5330.61
U000600,Female,27,25-34,Germany,Munich,Tablet,Windows,Chrome,Premium,Email,Accessories,Premium,Silver,100,7597.74
U000601,Female,21,18-24,Australia,Melbourne,Mobile,Android,Safari,New,Paid Search,Home,Premium,Bronze,1,56.71
U000602,Male,58,55+,United States,Chicago,Tablet,macOS,Safari,VIP,Direct,Electronics,Free,Bronze,15,545.98
U000603,Male,25,25-34,India,Hyderabad,Mobile,Windows,Chrome,VIP,Direct,Books,Premium,Silver,52,1598.89
U000604,Male,30,25-34,Australia,Melbourne,Desktop,macOS,Firefox,Returning,Organic Search,Home,Premium,Gold,5,205.74
U000605,Male,51,45-54,India,Delhi,Mobile,Windows,Firefox,New,YouTube,Home,Premium,Bronze,98,6681.16
U000606,Female,54,45-54,Germany,Hamburg,Desktop,Android,Chrome,At Risk,Email,Books,Premium,Platinum,18,598.63
U000607,Female,22,18-24,Singapore,Singapore,Mobile,macOS,Chrome,New,Email,Accessories,Free,Silver,28,1802.14
U000608,Female,35,35-44,United States,Seattle,Desktop,iOS,Edge,Returning,Organic Search,Sports,Free,Silver,46,2540.73
U000609,Female,19,18-24,United States,Seattle,Tablet,Android,Safari,Returning,Referral,Sports,Free,Silver,7,337.65
U000610,Male,56,55+,Australia,Sydney,Desktop,macOS,Chrome,VIP,Email,Home,Free,Gold,57,3678.57
U000611,Male,51,45-54,Germany,Berlin,Tablet,Windows,Edge,Premium,Organic Search,Beauty,Free,Bronze,44,1873.03
U000612,Female,19,18-24,Australia,Brisbane,Desktop,macOS,Firefox,At Risk,Paid Search,Books,Premium,Gold,52,4035.84
U000613,Female,41,35-44,United Kingdom,Birmingham,Desktop,Windows,Edge,Premium,Referral,Toys,Free,Bronze,23,1771.4
U000614,Male,20,18-24,Australia,Sydney,Mobile,Android,Chrome,VIP,Email,Fashion,Premium,Platinum,99,3120.28
U000615,Male,35,35-44,Singapore,Singapore,Tablet,Windows,Chrome,Premium,Referral,Fashion,Free,Bronze,63,2135.89
U000616,Male,64,55+,India,Bangalore,Mobile,Windows,Safari,VIP,Paid Search,Beauty,Free,Platinum,91,2579.32
U000617,Female,63,55+,United States,Los Angeles,Desktop,iOS,Safari,Premium,Email,Toys,Free,Bronze,11,861.11
U000618,Male,63,55+,United States,New York,Desktop,iOS,Safari,VIP,YouTube,Sports,Premium,Bronze,3,168.25
U000619,Male,31,25-34,India,Chennai,Tablet,macOS,Edge,VIP,Facebook,Toys,Premium,Platinum,1,43.36
U000620,Male,27,25-34,India,Bangalore,Mobile,macOS,Chrome,New,Organic Search,Sports,Premium,Platinum,75,2139.31
U000621,Male,45,45-54,India,Bangalore,Mobile,Windows,Chrome,VIP,Referral,Accessories,Free,Gold,43,2557.47
U000622,Male,20,18-24,India,Kochi,Tablet,Windows,Firefox,At Risk,Organic Search,Books,Free,Bronze,84,3313.65
U000623,Male,38,35-44,Singapore,Singapore,Tablet,iOS,Safari,VIP,Referral,Beauty,Free,Silver,6,234.32
U000624,Female,47,45-54,Australia,Perth,Desktop,iOS,Chrome,VIP,YouTube,Fashion,Free,Silver,88,2782.15
U000625,Female,49,45-54,United Kingdom,London,Mobile,Android,Edge,Premium,YouTube,Home,Free,Gold,63,3237.83
U000626,Male,55,55+,Australia,Sydney,Mobile,iOS,Edge,VIP,Direct,Electronics,Free,Platinum,79,3913.17
U000627,Male,21,18-24,Australia,Perth,Mobile,macOS,Chrome,Returning,Organic Search,Sports,Free,Bronze,70,5000.37
U000628,Male,33,25-34,United Kingdom,Birmingham,Desktop,Windows,Firefox,At Risk,Organic Search,Fashion,Premium,Gold,19,1412.83
U000629,Female,37,35-44,Australia,Melbourne,Desktop,Android,Safari,At Risk,Instagram,Accessories,Free,Silver,21,1400.3
U000630,Female,21,18-24,Singapore,Singapore,Desktop,iOS,Safari,New,Direct,Beauty,Premium,Bronze,34,1859.98
U000631,Male,37,35-44,Australia,Perth,Mobile,macOS,Firefox,Returning,YouTube,Home,Premium,Platinum,12,804.64
U000632,Female,55,55+,Germany,Frankfurt,Mobile,iOS,Edge,New,Facebook,Fashion,Premium,Bronze,86,5155.39
U000633,Male,40,35-44,Canada,Toronto,Mobile,macOS,Firefox,At Risk,Email,Books,Premium,Gold,64,4766.55
U000634,Female,24,18-24,Singapore,Singapore,Mobile,iOS,Chrome,At Risk,YouTube,Sports,Premium,Platinum,75,5166.19
U000635,Female,52,45-54,United States,Los Angeles,Desktop,iOS,Edge,New,Referral,Electronics,Free,Gold,79,3840.34
U000636,Female,24,18-24,Canada,Vancouver,Tablet,Android,Safari,Premium,Direct,Electronics,Free,Gold,21,1658.32
U000637,Female,52,45-54,Canada,Vancouver,Mobile,iOS,Safari,VIP,Direct,Accessories,Free,Platinum,79,2153.53
U000638,Male,19,18-24,Australia,Sydney,Mobile,Android,Firefox,At Risk,Direct,Beauty,Premium,Bronze,12,497.93
U000639,Male,32,25-34,United States,Seattle,Desktop,Android,Edge,New,Facebook,Books,Free,Platinum,93,4410.04
U000640,Female,39,35-44,Singapore,Singapore,Desktop,macOS,Edge,Premium,Paid Search,Fashion,Premium,Gold,22,985.98
U000641,Male,59,55+,India,Delhi,Tablet,macOS,Safari,New,Referral,Accessories,Free,Silver,90,3681.3
U000642,Male,62,55+,United Kingdom,London,Desktop,macOS,Edge,New,Facebook,Fashion,Premium,Gold,70,3833.01
U000643,Male,44,35-44,Australia,Sydney,Desktop,macOS,Firefox,At Risk,YouTube,Beauty,Premium,Platinum,29,2064.38
U000644,Male,37,35-44,Australia,Perth,Desktop,iOS,Firefox,Premium,Organic Search,Fashion,Free,Silver,73,3079.09
U000645,Female,64,55+,Australia,Melbourne,Desktop,Android,Safari,New,Instagram,Fashion,Free,Platinum,8,571.72
U000646,Female,23,18-24,Canada,Toronto,Mobile,macOS,Firefox,Returning,YouTube,Home,Free,Gold,30,2123.66
U000647,Male,38,35-44,United Kingdom,London,Mobile,iOS,Edge,Premium,Facebook,Home,Free,Gold,49,2533.44
U000648,Female,42,35-44,Canada,Montreal,Desktop,macOS,Safari,New,Instagram,Toys,Premium,Silver,95,6876.67
U000649,Female,18,18-24,Singapore,Singapore,Desktop,macOS,Firefox,At Risk,Organic Search,Accessories,Premium,Gold,41,1980.2
U000650,Male,32,25-34,United States,Austin,Mobile,iOS,Firefox,VIP,YouTube,Home,Free,Platinum,78,2073.94
U000651,Female,39,35-44,Germany,Hamburg,Tablet,iOS,Edge,New,Organic Search,Toys,Free,Silver,7,216.73
U000652,Female,25,25-34,United States,Chicago,Desktop,macOS,Safari,Premium,YouTube,Home,Premium,Bronze,38,1328.38
U000653,Male,42,35-44,India,Mumbai,Mobile,iOS,Firefox,At Risk,YouTube,Electronics,Free,Bronze,11,382.01
U000654,Male,24,18-24,Canada,Calgary,Mobile,Windows,Edge,At Risk,Instagram,Accessories,Free,Gold,62,3974.4
U000655,Female,46,45-54,United States,Seattle,Mobile,Android,Chrome,Returning,Organic Search,Beauty,Premium,Silver,34,2444.63
U000656,Female,65,55+,Singapore,Singapore,Tablet,macOS,Chrome,VIP,Instagram,Home,Premium,Gold,44,1651.7
U000657,Male,50,45-54,United States,Los Angeles,Tablet,iOS,Firefox,Premium,Facebook,Electronics,Free,Platinum,17,540.38
U000658,Female,34,25-34,United Kingdom,Liverpool,Tablet,Android,Edge,New,Paid Search,Home,Free,Silver,37,2252.24
U000659,Female,63,55+,Canada,Montreal,Tablet,Windows,Safari,VIP,YouTube,Beauty,Free,Gold,99,5400.42
U000660,Male,59,55+,Germany,Munich,Tablet,macOS,Edge,New,Referral,Books,Free,Bronze,63,2163.08
U000661,Female,22,18-24,Australia,Perth,Desktop,Android,Chrome,VIP,Email,Books,Free,Gold,32,2254.99
U000662,Male,57,55+,United States,Los Angeles,Mobile,Windows,Chrome,VIP,Referral,Accessories,Premium,Bronze,30,2203.81
U000663,Female,45,45-54,United Kingdom,Manchester,Desktop,iOS,Safari,New,Email,Books,Free,Platinum,36,1403.12
U000664,Male,56,55+,Australia,Melbourne,Mobile,iOS,Edge,At Risk,Paid Search,Home,Premium,Gold,58,3697.6
U000665,Female,52,45-54,Germany,Frankfurt,Tablet,Android,Chrome,Premium,Instagram,Accessories,Free,Platinum,80,4498.75
U000666,Female,24,18-24,United Kingdom,Birmingham,Mobile,Windows,Chrome,At Risk,YouTube,Sports,Free,Gold,88,2865.65
U000667,Female,26,25-34,United States,Austin,Mobile,Android,Edge,At Risk,Paid Search,Home,Free,Platinum,84,3145.89
U000668,Male,19,18-24,Canada,Vancouver,Tablet,Windows,Edge,Returning,Direct,Fashion,Free,Bronze,73,2668.51
U000669,Male,18,18-24,United States,Chicago,Mobile,macOS,Safari,VIP,YouTube,Fashion,Free,Bronze,23,1699.54
U000670,Male,50,45-54,Singapore,Singapore,Tablet,Windows,Firefox,Returning,Instagram,Toys,Free,Gold,92,4254.34
U000671,Female,21,18-24,Germany,Munich,Tablet,Android,Chrome,At Risk,Organic Search,Accessories,Premium,Platinum,71,2904.96
U000672,Female,53,45-54,Germany,Munich,Tablet,iOS,Chrome,New,Organic Search,Beauty,Free,Platinum,25,1057.94
U000673,Female,43,35-44,United States,New York,Desktop,macOS,Safari,New,Instagram,Electronics,Free,Platinum,48,3357.86
U000674,Male,45,45-54,Germany,Frankfurt,Mobile,macOS,Firefox,Premium,Paid Search,Fashion,Free,Gold,55,2187.73
U000675,Female,18,18-24,Singapore,Singapore,Tablet,iOS,Safari,New,Organic Search,Books,Free,Platinum,70,2997.13
U000676,Female,44,35-44,Australia,Melbourne,Tablet,macOS,Edge,VIP,Referral,Electronics,Free,Platinum,38,2107.78
U000677,Female,53,45-54,Australia,Sydney,Tablet,Windows,Firefox,New,Instagram,Toys,Free,Gold,61,3300.26
U000678,Female,47,45-54,Singapore,Singapore,Mobile,Android,Edge,New,Paid Search,Home,Premium,Gold,73,3649.7
U000679,Male,47,45-54,Singapore,Singapore,Tablet,Windows,Firefox,Returning,Paid Search,Accessories,Premium,Gold,49,1264.6
U000680,Female,50,45-54,United Kingdom,London,Tablet,Windows,Edge,VIP,Facebook,Toys,Free,Bronze,59,3054.2
U000681,Female,24,18-24,Australia,Melbourne,Mobile,macOS,Firefox,Returning,Direct,Home,Premium,Gold,36,1081.97
U000682,Female,50,45-54,Australia,Sydney,Tablet,iOS,Firefox,Returning,Paid Search,Books,Premium,Gold,58,1620.33
U000683,Male,49,45-54,Singapore,Singapore,Mobile,Android,Edge,Premium,Referral,Electronics,Free,Bronze,41,2006.19
U000684,Female,22,18-24,Germany,Frankfurt,Desktop,iOS,Chrome,VIP,Direct,Beauty,Free,Gold,29,2200.92
U000685,Female,48,45-54,United States,Austin,Tablet,iOS,Chrome,New,Paid Search,Accessories,Free,Silver,21,1587.07
U000686,Female,62,55+,United Kingdom,Birmingham,Mobile,macOS,Firefox,New,Referral,Fashion,Free,Gold,31,928.6
U000687,Female,53,45-54,Germany,Berlin,Mobile,Android,Safari,New,Paid Search,Books,Free,Platinum,12,376.67
U000688,Female,23,18-24,Germany,Berlin,Mobile,Android,Edge,New,Organic Search,Accessories,Free,Platinum,96,4315.2
U000689,Female,55,55+,United Kingdom,London,Tablet,Windows,Firefox,At Risk,Instagram,Sports,Free,Silver,1,77.63
U000690,Male,54,45-54,Australia,Perth,Desktop,iOS,Edge,At Risk,Facebook,Sports,Premium,Bronze,53,3053.88
U000691,Male,44,35-44,Singapore,Singapore,Desktop,Android,Firefox,At Risk,Paid Search,Beauty,Free,Bronze,80,5489.34
